title,status,proposal_date,categories,party_cleaned
ร่างพระราชบัญญัติส่งเสริมการศึกษานอกระบบและการศึกษาตามอัธยาศัย (ฉบับที่ ..) พ.ศ. ....,REJECTED,2021-02-10,การศึกษา,พรรคเพื่อไทย
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดการประมง พ.ศ. 2558 พ.ศ. ....,MERGED,2021-05-30,สิ่งแวดล้อม,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติภาษีที่ดินและสิ่งปลูกสร้าง (ฉบับที่ ..) พ.ศ. ....,REJECTED,2020-01-09,เศรษฐกิจ,พรรคภูมิใจไทย
ร่างพระราชบัญญัติการเลือกตั้งสมาชิกสภาท้องถิิ่นหรือผู้บริหารท้องถิ่น (ฉบับที่ ..) พ.ศ. ....,REJECTED,2020-01-15,การเมือง,พรรคภูมิใจไทย
ร่างพระราชบัญญัติการขนส่งทางบก (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-02-23,เศรษฐกิจ,พรรคประชาชน
พระราชบัญญัติป้องกันและปราบปรามการทรมานและการกระทำให้บุคคลสูญหาย พ.ศ. 2565,MERGED,2020-06-25,กระบวนการยุติธรรม,พรรคประชาชาติ
พระราชบัญญัติป้องกันและปราบปรามการทรมานและการกระทำให้บุคคลสูญหาย พ.ศ. 2565,MERGED,2020-06-25,กระบวนการยุติธรรม,พรรคประชาชาติ
ร่างพระราชบัญญัติส่งเสริมการเดินทางไปพุทธสังเวชนียสถาน พ.ศ. ....,REJECTED,2022-02-03,วัฒนธรรม,พรรคพลังท้องถิ่นไท
ร่างพระราชบัญญัติธนาคารพุทธแห่งประเทศไทย พ.ศ. ....,REJECTED,2022-02-08,เศรษฐกิจ,พรรคเพื่อไทย
ร่างพระราชบัญญัติล้มละลาย (ฉบับที่ ..) พ.ศ. ....,MERGED,2022-06-29,เศรษฐกิจ,พรรคประชาชน
ร่างพระราชบัญญัติเงินบำนาญประชาชน พ.ศ. ....,REJECTED,2022-02-08,สวัสดิการ,พรรคเสรีรวมไทย
ร่างพระราชบัญญัติสภาองค์กรส่งเสริมกิจการพระพุทธศาสนา พ.ศ. ....,REJECTED,2022-02-03,วัฒนธรรม,พรรคพลังท้องถิ่นไท
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายวิธีพิจารณาความอาญา (ฉบับที่ ..) พ.ศ. ....,REJECTED,2019-12-18,กระบวนการยุติธรรม,พรรคภูมิใจไทย
ร่างพระราชบัญญัติส่งเสริมพุทธศาสนิกชนในการอุปถัมภ์และคุ้มครองพระพุทธศาสนา พ.ศ. ....,REJECTED,2022-02-03,วัฒนธรรม,พรรคพลังท้องถิ่นไท
พระราชบัญญัติแก้ไขเพิ่มเติมคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 19/2560 เรื่อง การปฏิรูปการศึกษาในภูมิภาคของกระทรวงศึกษาธิการ ลงวันที่ 3 เมษายน พุทธศักราช 2560 พ.ศ. 2565,MERGED,2021-02-09,การศึกษา,พรรคชาติไทยพัฒนา
ร่างพระราชบัญญัติภาษีสรรพสามิต (ฉบับที่ ..) พ.ศ. ....,REJECTED,2020-05-29,เศรษฐกิจ,พรรคประชาชน
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายแพ่งและพาณิชย์ (ฉบับที่ ..) พ.ศ. ....,MERGED,2020-06-18,กระบวนการยุติธรรม,พรรคประชาชน
